unique_gene_symbol,hy_LRT_padj,fore_LRT_padj,med_LRT_padj,adr_LRT_padj,liv_LRT_padj,kid_LRT_padj,cluster_f,cluster_h,cluster_m,gene_id,source,orf_len,exons,rna_len,novel,min_sig,domains,br_expr,nonbr_expr,transcript_id,majiq_directed
ZNF146_ENSSTOG00000029664,4.5707830272797796e-7,0.0018015060409944975,NA,0.015330120171143182,0.4870550862581705,0.6460876477935328,insig,Cold_low_EL,filtered,ENSSTOG00000029664,reference,292,1,879,0,4.5707830272797796e-7,0,1,1,ENSSTOT00000037175,0
PANTR1_containing,5.7332828990790703e-8,3.6509830810284304e-5,4.244161303995887e-18,NA,NA,0.0017835666470445426,Cold_low_EM,Winter_low,Winter_low,ENSSTOG00000030227,human_blastn,112,4,1959,0,4.244161303995887e-18,0,1,1,ENSSTOT00000040075,0
ENSSTOG00000031142,6.21589278584909e-4,0.03531328611970486,0.05837870123514524,NA,NA,NA,insig,Winter_low,insig,ENSSTOG00000031142,reference,175,2,1929,0,6.21589278584909e-4,0,1,0,ENSSTOT00000043029,0
ABCF1_containing,7.420436750309193e-8,0.10905280477095557,1.865953201716888e-9,6.704817232393358e-14,3.280931981224031e-20,2.9460604387709506e-5,insig,Winter_low,Cold_low_EH,ENSSTOG00000031280,human_blastn,740,5,2223,0,1.865953201716888e-9,1,1,1,ENSSTOT00000032424,0
ENSSTOG00000031411,8.566443348357797e-12,2.5315729609796776e-4,1.4269813507053689e-18,7.281374921501615e-10,1.21843648348985e-9,0.017507914174724658,Unassigned,Cold_low_EH,Cold_low_EH,ENSSTOG00000031411,reference,18,2,513,0,1.4269813507053689e-18,0,1,1,ENSSTOT00000031705,0
ENSSTOG00000031605,1.583592886386856e-4,NA,0.803064101208465,NA,0.03884854817810604,0.1489666048949994,filtered,Unassigned,insig,ENSSTOG00000031605,reference,257,2,2938,0,1.583592886386856e-4,0,1,1,TU22620,1
ENSSTOG00000032022,2.3561853477056444e-5,0.012788112191690596,0.01994409684360857,0.001154457863614111,NA,0.19718655117683878,insig,Cold_high_EH,insig,ENSSTOG00000032022,reference,54,2,1679,0,2.3561853477056444e-5,0,1,1,ENSSTOT00000042678,0
ENSSTOG00000032137,4.8278024121206e-5,1.5278944437299259e-6,NA,NA,NA,4.4844045467624366e-13,Winter_high,Winter_high,filtered,ENSSTOG00000032137,reference,55,2,763,0,1.5278944437299259e-6,0,1,1,TU41446,1
ENSSTOG00000032437,3.7446165981537343e-4,1.353288849544865e-5,0.0013722898470463008,1.5935621467523666e-6,NA,NA,Cold_low_EL,Winter_low,insig,ENSSTOG00000032437,reference,103,2,2147,0,1.353288849544865e-5,0,1,1,ENSSTOT00000033593,0
MEF2D_containing,4.3907960833072337e-7,0.02548844629636217,0.3575801341973217,0.5563631148851363,0.12095207302335867,0.4051149438622735,insig,Cold_low_EL,insig,ENSSTOG00000032576,human_blastn,159,2,3792,0,4.3907960833072337e-7,0,1,1,ENSSTOT00000033100,0
LINC01578_containing,6.383706726591483e-6,4.6122852801131473e-4,0.044652412994419674,9.821180707003338e-7,2.6037717197023633e-8,0.044975806122849245,Cold_high_EM,Cold_high_EL,insig,ENSSTOG00000032815,human_blastn,73,4,2068,0,6.383706726591483e-6,0,1,1,ENSSTOT00000042618,0
ENSSTOG00000034702,8.816685409118052e-79,8.329740075521627e-54,1.7608173638860537e-84,NA,NA,NA,Cold_low_EM,Cold_low_EM,Cold_low_EM,ENSSTOG00000034702,reference,188,2,2555,0,1.7608173638860537e-84,0,1,0,ENSSTOT00000032206,0
ZNF518B_containing,3.9344626869396794e-4,0.06479858655094509,0.036863795050195325,0.059573319004934455,0.934152565459103,0.5893311573818888,insig,Cold_low_EL,insig,G10649,human_blastn,102,1,4817,1,3.9344626869396794e-4,0,1,1,TU18129,0
G10765,8.97082691007594e-7,1.4869741019310896e-4,2.241458102152057e-4,1.0390459142562117e-7,NA,1.028991011486109e-5,IBA_low,IBA_low,IBA_low,G10765,reference,112,1,3968,1,8.97082691007594e-7,0,1,1,TU18337,0
G1083,1.1251752398478916e-4,NA,1.171913905177188e-4,NA,NA,NA,filtered,Cold_high_EM,Cold_high_EH,G1083,reference,133,2,984,1,1.1251752398478916e-4,0,1,0,TU1856,0
G10915,1.0171997619830895e-21,1.2923899382614454e-7,NA,NA,NA,NA,Cold_low_EM,Cold_low_EM,filtered,G10915,reference,64,1,6520,1,1.0171997619830895e-21,0,1,0,TU18721,0
MIR4453HG_containing,7.611109306804543e-4,4.61683784835418e-5,9.312479369939219e-11,0.24054536725373216,NA,0.40732176698517897,Unassigned,Cold_low_EM,Cold_low_EM,G11250,human_blastn,69,1,3712,1,9.312479369939219e-11,0,1,1,TU19241,0
ABHD3_like,9.374797064063985e-4,0.21451127931913355,0.0024203070690267956,NA,0.1099552281913763,0.8726749985970516,insig,Unassigned,insig,G11298,human_blastn,84,3,421,1,9.374797064063985e-4,0,1,1,TU19328,0
PGRMC2_like_G11440,1.0193932187773584e-8,0.29199901334429745,0.03253827309259912,0.04952600645150187,5.673948267737083e-5,0.342027460446138,insig,Cold_low_EL,insig,G11440,human_blastn,79,2,2338,1,1.0193932187773584e-8,0,1,1,TU19541,0
G11535,7.223967753785343e-4,0.1523302942205818,0.8223957876119616,0.4982672901017065,NA,0.09837958545987982,insig,Winter_high,insig,G11535,reference,136,1,2626,1,7.223967753785343e-4,0,1,1,TU19715,0
G1274,1.3085734154442496e-5,0.03729694981123831,2.7218281197929995e-5,0.13701722540741562,0.5064380938911665,0.003972439884965012,insig,Cold_low_EL,Cold_low_EL,G1274,reference,137,1,2205,1,1.3085734154442496e-5,0,1,1,TU2152,0
G13329,1.0469644618707088e-12,2.417324885562429e-6,1.0920848614903601e-12,NA,NA,NA,Winter_low,Winter_low,Winter_low,G13329,reference,130,1,6614,1,1.0469644618707088e-12,0,1,0,TU22998,0
MIR138-2_containing,1.0171997619830895e-21,4.386016384161051e-13,2.8241072868233866e-40,NA,NA,NA,Cold_low_EM,Cold_low_EH,Cold_low_EH,G13577,human_blastn,201,1,4304,1,2.8241072868233866e-40,0,1,0,TU23430,0
G13788,2.138342574925951e-6,0.23821649858046648,0.27692980390375355,0.32384639269588117,NA,NA,insig,Cold_high_EL,insig,G13788,reference,176,1,7257,1,2.138342574925951e-6,0,1,1,TU23760,0
G1404,5.118861559123033e-12,2.56509352436294e-13,2.9848513943764524e-6,NA,NA,NA,Cold_high_EH,Cold_high_EH,Cold_high_EH,G1404,reference,80,1,3915,1,2.56509352436294e-13,0,1,0,TU2391,0
G14323,1.9640003400202095e-20,NA,NA,NA,NA,NA,filtered,Cold_low_EL,filtered,G14323,reference,38,1,3449,1,1.9640003400202095e-20,0,1,0,TU24614,0
G1437,6.683464563754143e-5,2.6640718593645625e-4,0.006788734795367816,0.2503380391746944,1.797837386515432e-4,0.4626177307297614,Unassigned,Winter_low,insig,G1437,reference,76,1,3899,1,6.683464563754143e-5,0,1,1,TU2472,0
G14485,5.446595426229612e-13,1.5965725819365474e-6,NA,3.547018310669716e-10,NA,NA,Cold_low_EM,IBA_high,filtered,G14485,reference,31,1,396,1,5.446595426229612e-13,0,1,1,TU24893,0
G14901,1.576591465436061e-4,1.860231932151674e-8,1.6559418715833852e-11,8.10005741200672e-6,NA,NA,Cold_low_EL,Cold_low_EL,Cold_low_EL,G14901,reference,114,1,4028,1,1.6559418715833852e-11,0,1,1,TU25506,0
G14950,2.239903463773816e-84,4.395841176664534e-23,2.2870547502948636e-65,2.1611473558159962e-17,9.512113448184093e-11,9.769559717696313e-5,Cold_low_EM,Cold_low_EM,Cold_low_EM,G14950,reference,57,1,5691,1,2.239903463773816e-84,0,1,1,TU25593,0
G15082,7.338827671017682e-6,NA,NA,NA,NA,NA,filtered,Cold_high_EH,filtered,G15082,reference,38,1,577,1,7.338827671017682e-6,0,1,0,TU25848,0
G15124,5.846155192072226e-8,1.7722159079010456e-4,8.141277231494834e-4,0.015835506745037576,0.6409717606453119,0.2636007221738958,Cold_high_EM,Cold_high_EH,Cold_high_EM,G15124,reference,119,5,1449,1,5.846155192072226e-8,1,1,1,TU25912,0
PPP4R2_G15164,3.44474297073682e-4,0.08284500590137492,1.4958157121237626e-4,0.08131247377933691,0.03304194670538088,9.520085295560413e-5,insig,Cold_low_EL,Cold_low_EM,G15164,human_blastn,74,1,1638,1,1.4958157121237626e-4,0,1,1,TU25983,0
RYBP_like,1.3358453383393092e-22,1.1959746991901388e-10,9.879521382996921e-22,0.1538951712293167,6.80802589901417e-5,5.602023125137323e-5,Cold_low_EL,Cold_low_EL,Cold_low_EM,G15167,human_blastn,133,4,4156,1,1.3358453383393092e-22,0,1,1,TU25988,0
PDZRN3_like,9.560958350548575e-7,0.09112621624596431,0.1513166790115448,0.014690888925669675,3.254667336181688e-17,0.695012135084994,insig,Cold_high_EM,insig,G15202,human_blastn,828,10,3383,1,9.560958350548575e-7,1,1,1,TU26055,0
G15443,1.2770450873155865e-6,NA,5.407690255217554e-4,0.17834484907071896,0.0018098194863441514,0.31080966262306253,filtered,Winter_high,Winter_high,G15443,reference,29,1,531,1,1.2770450873155865e-6,0,1,1,TU26444,0
G16213,1.643430566230716e-4,0.562583195119773,NA,0.08727265343720857,NA,0.8000431682422412,insig,Winter_low,filtered,G16213,reference,71,1,3781,1,1.643430566230716e-4,0,1,1,TU27623,0
G16214,1.3205177604662488e-8,0.3449469456570702,NA,NA,NA,NA,insig,Winter_low,filtered,G16214,reference,78,1,5447,1,1.3205177604662488e-8,0,1,0,TU27629,0
G16309,3.3251539581642146e-9,NA,NA,NA,NA,NA,filtered,Unassigned,filtered,G16309,reference,88,3,3824,1,3.3251539581642146e-9,0,1,0,TU27766,0
G16353,2.4915716055141684e-17,3.7760257860906327e-10,4.0952336206339875e-16,1.327590937296902e-10,1.622198554336428e-22,3.4763505929837317e-5,Cold_low_EM,Cold_low_EM,Cold_low_EM,G16353,reference,159,1,4806,1,2.4915716055141684e-17,0,1,1,TU27864,0
G16444,1.3854461287101927e-29,1.3262304694743377e-10,1.3835623804542045e-33,2.6045956635755075e-4,1.033877454688836e-17,0.40220745748135517,Cold_low_EH,Cold_low_EM,Cold_low_EM,G16444,reference,86,1,8301,1,1.3835623804542045e-33,0,1,1,TU28037,0
G16448,1.998445891104389e-32,4.719280143738824e-17,NA,5.77421565815288e-22,4.707123622839869e-16,2.7401789860411547e-5,Cold_low_EM,Cold_low_EM,filtered,G16448,reference,91,1,2228,1,1.998445891104389e-32,1,1,1,TU28041,0
G1658,6.093854774549275e-7,NA,0.0037191311774977804,NA,NA,NA,filtered,Unassigned,insig,G1658,reference,215,1,1929,1,6.093854774549275e-7,0,1,0,TU2854,0
EPS15_like,9.893042101354057e-4,6.494536488354636e-4,0.5270899503003058,0.13930111043842697,0.2799026996205605,0.20295675162710336,Winter_low,Unassigned,insig,G17242,human_blastn,25,1,686,1,6.494536488354636e-4,0,1,1,TU29326,0
AACSP1_containing,5.983153961322469e-21,2.6259659029968576e-26,6.795341606731455e-27,NA,6.618038599560905e-30,4.319330292612373e-5,Cold_low_EL,IBA_high,Cold_low_EL,G17383,human_blastn,142,1,5675,1,6.795341606731455e-27,0,1,1,TU29536,0
G17390,9.958175660089126e-22,4.878936056944418e-5,3.206930122853596e-5,0.28225280009202997,NA,NA,Unassigned,Cold_high_EM,Cold_high_EH,G17390,reference,69,1,7167,1,9.958175660089126e-22,0,1,1,TU29547,0
SRSF3_G17416,1.172790893701296e-17,2.0232376905050788e-5,NA,0.0037905508290763125,0.003587856319719637,9.898443075396875e-6,Cold_low_EM,Cold_low_EL,filtered,G17416,human_blastn,160,1,1429,1,1.172790893701296e-17,0,1,1,TU29614,0
HRK_containing,3.3127307255963354e-9,2.880526439482821e-5,NA,NA,NA,NA,Winter_low,Winter_low,filtered,G17848,human_blastn,76,1,5237,1,3.3127307255963354e-9,0,1,0,TU30312,0
G18650,2.2383567408530282e-70,8.008605599885387e-28,6.986654385389474e-13,NA,NA,NA,Cold_low_EM,Cold_low_EM,Cold_low_EM,G18650,reference,148,1,4095,1,2.2383567408530282e-70,0,1,0,TU31642,0
G18683,1.1203613019692351e-8,0.27803190215609436,7.195552681620325e-6,3.977794120633137e-4,1.5874651659105502e-8,0.024357853378406766,insig,Winter_low,Winter_low,G18683,reference,64,1,236,1,1.1203613019692351e-8,1,1,1,TU31684,0
G18732,2.7822442291086795e-9,NA,NA,NA,NA,NA,filtered,Winter_low,filtered,G18732,reference,156,1,2272,1,2.7822442291086795e-9,0,1,0,TU31788,0
G18884,1.0056166854277389e-5,0.013415740341704159,NA,2.6147862080881286e-5,NA,3.0691177823330103e-4,insig,Cold_low_EL,filtered,G18884,reference,81,2,2939,1,1.0056166854277389e-5,0,1,1,TU32095,0
G19629,1.5888996341055045e-7,1.4319916458676553e-8,NA,1.0263676099434582e-10,NA,NA,Cold_low_EM,IBA_high,filtered,G19629,reference,29,1,260,1,1.4319916458676553e-8,0,1,1,TU33417,0
G19793,4.0965319779511e-4,NA,NA,NA,NA,NA,filtered,Winter_low,filtered,G19793,reference,54,1,1173,1,4.0965319779511e-4,0,1,0,TU33728,0
G20265,7.719922952623049e-4,0.00436534109584118,NA,0.024959122056836088,NA,NA,insig,Cold_low_EM,filtered,G20265,reference,51,1,1230,1,7.719922952623049e-4,0,1,1,TU34449,0
G20363,1.22715787922584e-13,0.2607978169749,0.3206051999485534,0.029956989896595326,0.7887314941897072,0.2049332465773684,insig,Cold_high_EL,insig,G20363,reference,213,2,9846,1,1.22715787922584e-13,0,1,1,TU34604,0
G20364,3.065160471976524e-11,NA,NA,4.82119609012885e-10,NA,NA,filtered,Cold_high_EL,filtered,G20364,reference,151,1,4541,1,3.065160471976524e-11,0,1,1,TU34605,0
G20435,2.15039660490324e-4,NA,NA,1.598404574711555e-4,NA,0.20100974847038067,filtered,Cold_high_EM,filtered,G20435,reference,60,1,1795,1,2.15039660490324e-4,0,1,1,TU34724,0
MALAT1_G20666,6.664848655053867e-4,0.16444277997814816,0.5838252434288093,2.6225401975504002e-6,0.3057078744849429,0.62943125322796,insig,Cold_high_EL,insig,G20666,human_blastn,71,1,7258,1,6.664848655053867e-4,0,1,1,TU35138,0
G20768,2.574454009858938e-9,7.569752117397626e-6,NA,6.353383234531746e-5,NA,0.0564896624494416,Cold_low_EL,Cold_low_EL,filtered,G20768,reference,95,1,2235,1,2.574454009858938e-9,0,1,1,TU35330,0
G21460,9.644323395382761e-14,3.930081528711178e-5,0.002683958451420817,0.2259862094812136,NA,0.29178921775330907,Unassigned,IBA_low,insig,G21460,reference,56,1,3849,1,9.644323395382761e-14,0,1,1,TU36456,0
G21802,3.462377147059598e-84,NA,NA,6.145513627133608e-131,3.0864601390529843e-27,6.176500742937819e-26,filtered,Cold_high_EL,filtered,G21802,reference,21,1,360,1,3.462377147059598e-84,0,1,1,TU37067,0
G21808,7.497236533636816e-11,5.385910546592047e-10,NA,0.15705040875496942,NA,NA,Cold_low_EM,Cold_low_EL,filtered,G21808,reference,68,1,1922,1,7.497236533636816e-11,0,1,1,TU37075,0
SMCO4_G21816,6.6423633137054585e-6,NA,NA,0.6708484726773473,0.5214517188294308,0.3248646330907099,filtered,Cold_low_EL,filtered,G21816,human_blastn,109,3,1066,1,6.6423633137054585e-6,0,1,1,TU37087,0
BTF3,6.933538497511883e-5,6.006557929775043e-4,0.059670289279111825,0.206761624932691,0.004789178076765844,0.005085971811094089,Winter_high,Winter_high,insig,G22095,human_blastn,76,1,340,1,6.933538497511883e-5,0,1,1,TU37601,0
G22451,1.3599427564188726e-20,0.021451627402984574,9.654239136876422e-7,0.20942447263523994,NA,0.17152040491282367,insig,Winter_low,Winter_low,G22451,reference,61,1,3015,1,1.3599427564188726e-20,0,1,1,TU38203,0
G22579,7.192774840825249e-5,1.3632653391868643e-5,2.671594241086998e-6,4.579322973125295e-4,NA,0.02465247499373266,Cold_high_EH,Cold_high_EH,Cold_high_EH,G22579,reference,50,3,2736,1,2.671594241086998e-6,1,1,1,TU38400,0
G22714,3.693379114989182e-8,NA,NA,NA,NA,NA,filtered,Winter_low,filtered,G22714,reference,65,1,2005,1,3.693379114989182e-8,0,1,0,TU38654,0
KIAA1958_containing,2.1463671203680903e-14,2.454692688431894e-4,3.2674853513319335e-6,0.0015151593032554798,NA,0.03473937844762256,Cold_low_EM,Cold_low_EM,Winter_low,G23069,human_blastn,68,1,5831,1,2.1463671203680903e-14,0,1,1,TU39257,0
MIR219A2_containing,6.1589357626779765e-19,6.336340552571358e-48,1.061569730727168e-43,NA,NA,NA,Cold_low_EH,Cold_low_EH,Cold_low_EM,G23342,human_blastn,120,1,1008,1,6.336340552571358e-48,0,1,0,TU39762,0
MOSMO_G239,2.285751860378554e-8,0.005085695538119419,0.0020611988824006523,0.6599283674129576,0.010755532670761852,0.10027142602318648,insig,Cold_low_EL,insig,G239,human_blastn,64,1,2925,1,2.285751860378554e-8,0,1,1,TU396,0
G24079,2.5317442381648703e-6,0.2349786844714266,0.17422591330774467,0.6699089313437381,0.9315604874546788,0.15926759655810102,insig,IBA_low,insig,G24079,reference,95,1,1003,1,2.5317442381648703e-6,0,1,1,TU41270,0
G24090,2.3028761452571094e-4,0.0014429850179921897,NA,0.05626222405738712,NA,NA,insig,Unassigned,filtered,G24090,reference,90,1,6287,1,2.3028761452571094e-4,0,1,1,TU41301,0
COX14_like_G25155,3.622204853285672e-4,0.5619810005240079,0.0020393296240405184,0.03861112507018963,0.8112184181850987,0.8457334017550668,insig,Winter_high,insig,G25155,human_blastn,110,2,616,1,3.622204853285672e-4,1,1,1,TU43051,0
G25309,1.7123388218018734e-6,0.04616425927353081,0.11363653606467151,1.2952257458355907e-8,NA,NA,insig,Cold_low_EL,insig,G25309,reference,86,1,6430,1,1.7123388218018734e-6,0,1,1,TU43369,0
KCNA1_like,1.6410058727120828e-6,0.21331402568210509,0.49975077963340475,NA,NA,NA,insig,Cold_low_EL,insig,G25794,human_blastn,77,1,5169,1,1.6410058727120828e-6,0,1,0,TU44141,0
G26032,2.7441683634349706e-7,1.1647349655017033e-7,7.848932349461071e-7,0.09535426397305556,NA,0.036620720100873014,Winter_low,Winter_low,Winter_low,G26032,reference,87,1,1372,1,1.1647349655017033e-7,0,1,1,TU44527,0
G2612,5.951154687214964e-6,1.8144857543295784e-4,NA,0.1737169859799434,NA,NA,Winter_low,Winter_low,filtered,G2612,reference,86,1,3880,1,5.951154687214964e-6,0,1,1,TU4573,0
G2633,5.943507411165794e-5,4.571630153697858e-4,0.0040550822850485245,0.6551489731734923,NA,NA,Unassigned,Unassigned,insig,G2633,reference,108,1,23901,1,5.943507411165794e-5,0,1,1,TU4614,0
NR2F1,1.3667138245658913e-8,0.021839604930542832,0.03405570964941894,0.01642158929878519,NA,0.061028770087147466,insig,IBA_low,insig,G2638,human_blastn,31,1,1031,1,1.3667138245658913e-8,0,1,1,TU4627,0
G26683,2.717002190647859e-4,5.2179714338165025e-9,NA,0.31921013625822814,NA,NA,Winter_low,Winter_low,filtered,G26683,reference,126,1,3411,1,5.2179714338165025e-9,0,1,1,TU45596,0
G26731,4.045750340864419e-8,NA,NA,NA,NA,NA,filtered,Winter_low,filtered,G26731,reference,228,5,6966,1,4.045750340864419e-8,0,1,0,TU45683,0
G26761,5.018924966630121e-4,0.0012236787410624243,NA,1.821734887587304e-8,NA,4.20183590327712e-6,insig,Cold_high_EH,filtered,G26761,reference,147,1,3560,1,5.018924966630121e-4,0,1,1,TU45744,0
MIR493_containing,1.259272742032658e-187,NA,NA,NA,NA,NA,filtered,Cold_high_EL,filtered,G27059,human_blastn,171,2,8080,1,1.259272742032658e-187,0,1,0,TU46245,0
G27318,7.509778188189281e-10,NA,NA,NA,NA,NA,filtered,Cold_low_EM,filtered,G27318,reference,148,1,3134,1,7.509778188189281e-10,0,1,0,TU46687,0
G27324,7.646445998931049e-10,NA,NA,NA,NA,NA,filtered,Cold_low_EM,filtered,G27324,reference,107,2,2354,1,7.646445998931049e-10,0,1,0,TU46699,0
ANKRD34B_containing,2.380566941394664e-5,0.7862204742495096,0.01159472087158374,NA,NA,NA,insig,Cold_low_EL,insig,G2733,human_blastn,60,1,1777,1,2.380566941394664e-5,0,1,0,TU4769,0
G27632,1.720783813994285e-4,4.2152694895747216e-15,5.302133193633872e-5,NA,NA,NA,IBA_low,IBA_low,Unassigned,G27632,reference,107,2,5756,1,4.2152694895747216e-15,0,1,0,TU47199,0
EIF3A,7.639708394705499e-4,0.44480030465829246,NA,0.0012879252169975578,0.01765893190700826,0.2866076773239448,insig,IBA_high,filtered,G28024,human_blastn,67,1,450,1,7.639708394705499e-4,0,1,1,TU47912,0
G29246,1.8744490500459783e-149,NA,NA,NA,NA,NA,filtered,Cold_low_EH,filtered,G29246,reference,101,1,5397,1,1.8744490500459783e-149,0,1,0,TU50007,0
G29420,1.6920968387272375e-6,NA,NA,NA,NA,NA,filtered,IBA_low,filtered,G29420,reference,119,3,5409,1,1.6920968387272375e-6,0,1,0,TU50258,0
ZCCHC3,1.5604122889181387e-24,2.747330081256944e-31,NA,5.527165295173583e-22,NA,2.7570444492742725e-12,Cold_low_EL,Cold_low_EM,filtered,G29730,human_blastn,57,1,1160,1,2.747330081256944e-31,0,1,1,TU50785,0
G2995,5.443644442233613e-4,1.5330194811855662e-4,2.3363203373185736e-9,2.8800026295039256e-8,NA,NA,Cold_low_EM,Cold_low_EM,Winter_low,G2995,reference,103,1,1657,1,2.3363203373185736e-9,0,1,1,TU5183,0
TSHZ2_G30132,1.787793049616741e-19,8.416368187155491e-13,5.163419998457854e-6,0.6889241543639921,NA,NA,Winter_low,Winter_low,Winter_low,G30132,human_blastn,153,1,5683,1,1.787793049616741e-19,0,1,1,TU51500,0
G30586,7.988882677582412e-4,NA,NA,NA,NA,0.08487185473977858,filtered,Winter_high,filtered,G30586,reference,93,2,3248,1,7.988882677582412e-4,0,1,1,TU52315,0
MIR124-2HG_containing,4.285244046919663e-31,3.3282955828955224e-13,4.823661387227755e-16,NA,NA,NA,Cold_low_EH,Unassigned,Cold_low_EH,G31277,human_blastn,56,1,3906,1,4.285244046919663e-31,0,1,0,TU53431,0
G31545,1.296623709906872e-4,3.597906238217313e-11,NA,3.986226318787541e-6,NA,0.0018556570227386533,IBA_high,Winter_high,filtered,G31545,reference,115,1,9917,1,3.597906238217313e-11,0,1,1,TU53829,0
G3182,1.1589085417847205e-34,2.3493907998457226e-17,1.1030797087607943e-22,0.8668827775086076,1.0937429588491043e-6,0.07468351871065165,Cold_low_EM,Cold_low_EM,Cold_low_EM,G3182,reference,127,1,3118,1,1.1589085417847205e-34,0,1,1,TU5493,0
G32348,3.043530119423312e-4,7.727542448253868e-6,0.001881374276972113,7.000200184986907e-11,NA,0.05207837135512173,Cold_low_EM,Cold_low_EM,insig,G32348,reference,71,1,330,1,7.727542448253868e-6,0,1,1,TU55240,0
G32610,6.27087198828423e-14,1.826740610406698e-4,7.005750011771366e-25,0.21237272898025059,NA,0.49207598354054355,Cold_low_EM,Cold_low_EM,Cold_low_EM,G32610,reference,70,2,1203,1,7.005750011771366e-25,0,1,1,TU55694,0
G32880,3.613741441287207e-7,4.159502013155442e-10,3.980064352069771e-5,1.075234539211026e-5,1.0555986218318264e-11,0.008682325759533878,Cold_high_EM,Winter_high,Cold_high_EM,G32880,reference,41,1,684,1,4.159502013155442e-10,0,1,1,TU56175,0
G33032,9.306610744920847e-12,3.4641899197510584e-6,1.4742660249885346e-5,NA,NA,8.702574938820321e-4,Cold_high_EM,Cold_high_EH,Cold_high_EM,G33032,reference,176,1,2795,1,9.306610744920847e-12,0,1,1,TU56468,0
HCCS_like_G3398,1.221511000592799e-4,0.08061847044214623,0.8427980160020145,0.010795661381438641,0.03407331898530729,0.19302808446130634,insig,Cold_low_EL,insig,G3398,human_blastn,272,7,2111,1,1.221511000592799e-4,1,1,1,TU5846,0
GLRA2_like,1.6752554897531733e-8,0.07787563020076005,NA,NA,NA,NA,insig,Unassigned,filtered,G3414,human_blastn,50,1,1146,1,1.6752554897531733e-8,0,1,0,TU5868,0
TMSB4X_G3417,5.827620345356835e-6,9.899490993659407e-6,9.462762146051408e-4,1.4385163240335456e-5,0.07320898974812094,0.026373333600477587,Unassigned,Cold_high_EH,Unassigned,G3417,human_blastn,44,3,654,1,5.827620345356835e-6,0,1,1,TU5871,0
ARHGAP6_G3421,3.8928038132001196e-6,0.010695576241765167,NA,0.001313956652980302,NA,0.043215796719945666,insig,Unassigned,filtered,G3421,human_blastn,802,13,2457,1,3.8928038132001196e-6,0,1,1,TU5881,0
ZRSR2_containing,1.1789719550294064e-5,5.397024060958374e-4,0.5477738768322395,0.14560395374394014,NA,NA,Cold_high_EH,Cold_high_EM,insig,G3436,human_blastn,76,1,3611,1,1.1789719550294064e-5,0,1,1,TU5917,0
